Time (msec),AFCorrection,AFLearning,AFR,LOAD,RPM,Knock,FineLearnKnock,IAM,IgnitionTotalTiming,IDC,AIT,Boost,Manifold Relative Pressure (Corrected) (psi),MAF,Mass Airflow Sensor Voltage (V),Throttle Opening Angle (%),Vehicle Speed (mph)
2081645,3.12,-0.78,14.47,0.45,3053,0,0,1,39.5,7.81,117,6.82,-7.11,23.11,2.18,15.69,43
2081712,3.12,-0.78,14.47,0.45,3035,0,0,1,39.5,7.82,117,6.82,-6.96,23.11,2.18,15.69,43
2081779,2.34,-0.78,14.36,0.45,3060,0,0,1,39.5,7.78,117,6.82,-7.11,22.94,2.18,15.69,43
2081845,1.56,-0.78,14.36,0.45,3057,0,0,1,39.5,7.82,117,6.82,-7.11,23.29,2.18,15.69,43
2081913,0.78,-0.78,14.47,0.45,3042,0,0,1,39.5,7.79,117,6.82,-7.11,23.29,2.18,15.69,43
2081980,0.78,-0.78,14.47,0.45,3064,0,0,1,39.5,7.85,117,6.82,-7.11,23.47,2.18,15.69,43
2082047,0,-0.78,14.59,0.45,3045,0,0,1,39.5,7.79,117,6.82,-7.11,23.47,2.2,15.69,43
2082112,0,-0.78,14.59,0.45,3063,0,0,1,39.5,7.79,117,6.82,-7.11,22.86,2.18,15.69,43
2082180,0,-0.78,14.7,0.44,3068,0,0,1,39.5,7.86,118,6.82,-7.11,22.44,2.16,15.29,43
2082249,0,-0.78,14.7,0.44,3052,0,0,1,39.5,7.15,118,6.67,-7.25,21.93,2.16,15.29,43
2082314,0.78,-0.78,14.59,0.43,3070,0,0,1,39.5,7.21,118,6.53,-7.4,21.6,2.14,15.29,43
2082381,0.78,-0.78,14.47,0.42,3056,0,0,1,39.5,7.17,118,6.53,-7.4,21.6,2.14,15.29,43
2082448,0.78,-0.78,14.59,0.42,3077,0,0,1,39.5,7.23,118,6.53,-7.4,21.26,2.14,15.29,43
2082516,0.78,-0.78,14.59,0.42,3062,0,0,1,39.5,7.23,118,6.38,-7.55,21.6,2.14,15.29,43
2082582,0.78,-0.78,14.59,0.42,3072,0,0,1,39.5,7.16,118,6.38,-7.55,21.52,2.14,15.29,44
2082650,0.78,-0.78,14.59,0.42,3081,0,0,1,39.5,7.23,118,6.38,-7.55,21.6,2.14,15.29,44
2082718,0.78,-0.78,14.7,0.42,3066,0,0,1,39.5,7.2,118,6.38,-7.55,21.6,2.12,15.29,44
2082783,0.78,-0.78,14.7,0.41,3091,0,0,1,39.5,7.26,118,6.38,-7.55,21.52,2.14,15.29,44
2082850,1.56,-0.78,14.59,0.42,3064,0,0,1,39.5,7.19,118,6.53,-7.4,21.77,2.14,15.29,44
2082917,2.34,-0.78,14.7,0.41,3087,0,0,1,39.5,7.24,118,6.38,-7.55,20.65,2.1,14.51,44
2082983,2.34,-0.78,14.59,0.39,3060,0,0,1,39.5,7.24,118,6.24,-7.69,20.07,2.1,14.51,44
2083054,2.34,-0.78,14.24,0.39,3092,0,0,1,40,7.21,118,6.09,-7.84,19.93,2.08,14.51,43
2083121,1.56,-0.78,14.24,0.39,3094,0,0,1,40,6.59,118,6.09,-7.84,20.1,2.08,14.51,43
2083186,1.56,-0.78,14.36,0.38,3067,0,0,1,39.5,7.21,118,6.09,-7.84,19.95,2.08,14.51,43
2083252,0.78,-0.78,14.47,0.37,3092,0,0,1,40,6.6,120,5.95,-7.84,18.99,2.06,14.12,43
2083319,0,-0.78,14.47,0.36,3076,0,0,1,39.5,6.56,120,5.8,-8.13,18.34,2.04,14.12,43
2083386,-0.78,-0.78,14.36,0.35,3094,0,0,1,39.5,6.6,120,5.66,-8.27,18.03,2.02,13.73,43
2083456,-1.56,-0.78,14.36,0.35,3067,0,0,1,39.5,6.54,120,5.66,-8.27,17.81,2.02,13.73,43
2083524,-1.56,-0.78,14.47,0.34,3096,0,0,1,39.5,5.91,120,5.51,-8.42,17,2,13.33,43
2083588,-0.78,-0.78,14.59,0.33,3079,0,0,1,39.5,5.94,120,5.37,-8.56,16.7,1.98,13.33,44
2083654,-0.78,-0.78,14.7,0.33,3084,0,0,1,39.5,5.89,120,5.37,-8.56,16.94,2,13.33,44
2083727,-0.78,-0.78,14.7,0.33,3097,0,0,1,39.5,5.95,120,5.37,-8.56,17.17,2,13.73,44
2083789,0.78,-0.78,14.7,0.33,3085,0,0,1,39.5,5.92,120,5.37,-8.56,17.24,2.02,13.73,44
2083856,1.56,-0.78,14.81,0.33,3094,0,0,1,39.5,5.94,120,5.37,-8.56,17.24,2,13.73,44
2083921,2.34,-0.78,14.81,0.32,3070,0,0,1,39.5,5.89,120,5.37,-8.56,15.91,1.94,12.55,44
2083992,3.12,-0.78,14.59,0.3,3080,0,0,1,39.5,5.91,120,5.08,-8.85,14.31,1.9,12.16,44
2084057,1.56,-0.78,14.13,0.27,3064,0,0,1,39.5,5.89,120,4.79,-9.14,12.96,1.86,11.76,43
2084123,0,-0.78,13.67,0.26,3094,0,0,1,39.5,5.25,120,4.64,-9.29,12.7,1.86,12.16,43
2084189,-0.78,-0.78,13.67,0.26,3080,0,0,1,39.5,5.29,120,4.64,-9.29,13.99,1.9,12.55,43
2084257,-0.78,-0.78,14.13,0.27,3090,0,0,1,39.5,5.24,122,4.64,-9.29,14.21,1.9,12.55,43
2084324,-0.78,-0.78,14.59,0.27,3076,0,0,1,39.5,5.24,122,4.64,-9.29,13.76,1.88,12.16,43
2084391,0,-0.78,14.81,0.26,3052,0,0,1,39.5,5.21,122,4.64,-9.29,13.05,1.86,11.76,43
2084458,0,-0.78,14.81,0.26,3082,0,0,1,39.5,5.26,122,4.5,-9.43,12.9,1.86,11.76,43
2084526,0,-0.78,14.7,0.26,3066,0,0,1,39.5,5.23,122,4.5,-9.43,13.5,1.9,12.55,44
2084591,0.78,-0.78,14.59,0.27,3086,0,0,1,39.5,5.26,122,4.64,-9.29,14.07,1.9,12.55,44
2084656,1.56,-0.78,14.81,0.28,3054,0,0,1,39.5,5.24,122,4.64,-9.29,14.34,1.9,12.55,44
2084725,3.12,-0.78,14.93,0.27,3047,0,0,1,39.5,5.19,122,4.64,-9.29,13.86,1.88,11.76,44
2084791,3.12,-0.78,14.81,0.27,3064,0,0,1,39.5,5.23,122,4.64,-9.29,13.21,1.86,11.76,44
2084861,3.12,-0.78,14.47,0.26,3051,0,0,1,39.5,5.21,122,4.5,-9.43,13.06,1.86,12.16,44
2084926,2.34,-0.78,14.13,0.26,3081,0,0,1,39.5,5.25,122,4.5,-9.43,13.73,1.88,12.55,44
2084994,2.34,-0.78,14.13,0.27,3056,0,0,1,39.5,5.22,122,4.64,-9.29,13.93,1.9,12.55,44
2085061,1.56,-0.78,14.24,0.27,3074,0,0,1,39.5,5.22,122,4.64,-9.29,14.21,1.9,12.55,44
2085133,1.56,-0.78,14.47,0.28,3050,0,0,1,39.5,5.24,122,4.64,-9.29,14.2,1.9,12.55,44
2085194,0.78,-0.78,14.47,0.28,3047,0,0,1,39.5,5.2,122,4.64,-9.29,14.34,1.9,12.55,44
2085263,0,-0.78,14.36,0.28,3065,0,0,1,39.5,5.23,122,4.64,-9.29,14.07,1.9,12.55,44
2085327,0,-0.78,14.36,0.28,3051,0,0,1,39.5,5.2,122,4.64,-9.29,14.07,1.9,12.55,44
2085396,-0.78,-0.78,14.36,0.28,3062,0,0,1,39.5,5.22,124,4.64,-9.29,14.07,1.9,12.55,44
2085462,-0.78,-0.78,14.47,0.28,3040,0,0,1,39.5,5.22,124,4.64,-9.29,14.27,1.9,12.55,44
2085532,-1.56,-0.78,14.59,0.28,3043,0,0,1,39.5,5.2,124,4.79,-9.29,14.61,1.92,12.94,44
2085598,-1.56,-0.78,14.59,0.29,3062,0,0,1,39.5,5.22,124,4.79,-9.14,15.02,1.92,12.94,44
2085664,-0.78,-0.78,14.7,0.29,3035,0,0,1,39.5,5.83,124,4.79,-9.14,14.95,1.94,12.55,44
2085733,0,-0.78,14.81,0.29,3062,0,0,1,39.5,5.89,124,4.79,-9.14,14.95,1.92,12.94,44
2085798,0,-0.78,14.7,0.29,3036,0,0,1,39.5,5.86,124,4.79,-9.14,14.88,1.92,12.94,44
2085863,0.78,-0.78,14.7,0.29,3049,0,0,1,39.5,5.82,124,4.79,-9.14,14.88,1.92,12.94,44
2085932,1.56,-0.78,14.7,0.29,3058,0,0,1,39.5,5.88,124,4.79,-9.14,14.74,1.92,12.94,43
2085998,1.56,-0.78,14.59,0.29,3048,0,0,1,39.5,5.84,124,4.93,-9.14,15.08,1.94,12.94,43
2086065,1.56,-0.78,14.47,0.3,3045,0,0,1,39.5,5.85,124,4.93,-9,15.42,1.94,12.94,43
2086131,2.34,-0.78,14.47,0.3,3033,0,0,1,39.5,5.87,124,4.93,-9,15.28,1.94,12.94,43
2086199,2.34,-0.78,14.47,0.3,3072,0,0,1,39.5,5.86,124,4.93,-9,15.15,1.94,12.94,43
2086268,0.78,-0.78,14.36,0.3,3062,0,0,1,39.5,5.87,124,4.93,-9,15.7,1.96,13.33,43
2086332,0.78,-0.78,14.36,0.31,3020,0,0,1,39.5,5.79,124,5.08,-8.85,15.99,1.96,13.33,43
2086401,0,-0.78,14.47,0.31,3047,0,0,1,39.5,5.86,124,5.08,-8.85,16.14,1.96,13.33,43
2086470,0,-0.78,14.59,0.31,3038,0,0,1,39.5,5.87,124,5.08,-8.85,15.92,1.96,13.33,43
2086536,-0.78,-0.78,14.59,0.31,3055,0,0,1,39.5,5.82,126,5.08,-8.85,15.77,1.96,13.33,43
2086600,-0.78,-0.78,14.59,0.31,3052,0,0,1,39.5,5.86,126,5.08,-8.85,15.85,1.96,13.33,43
2086667,-0.78,-0.78,14.59,0.31,3026,0,0,1,39.5,5.81,126,5.08,-8.85,15.99,1.96,13.33,43
2086737,-0.78,-0.78,14.7,0.31,3045,0,0,1,39.5,5.85,126,5.08,-8.85,15.99,1.96,13.33,43
2086803,-0.78,-0.78,14.7,0.31,3034,0,0,1,39.5,5.87,126,5.08,-8.85,15.85,1.96,13.33,43
2086868,0,-0.78,14.7,0.31,3039,0,0,1,39.5,5.84,126,5.08,-8.85,16.14,1.96,13.33,43
2086936,0.78,-0.78,14.7,0.32,3050,0,0,1,39.5,5.84,126,5.08,-8.85,16.21,1.98,13.33,43
2087000,1.56,-0.78,14.7,0.32,3013,0,0,1,39.5,5.78,126,5.08,-8.71,16.21,1.98,13.33,43
2087070,2.34,-0.78,14.7,0.32,3049,0,0,1,39.5,5.82,126,5.08,-8.85,15.99,1.96,12.94,43
2087138,2.34,-0.78,14.59,0.31,3036,0,0,1,39.5,5.86,126,5.08,-8.85,15.69,1.96,12.94,43
2087210,1.56,-0.78,14.36,0.31,3024,0,0,1,39.5,5.8,126,5.08,-8.85,15.55,1.96,12.94,43
2087268,1.56,-0.78,14.24,0.31,3041,0,0,1,39.5,5.84,126,5.08,-8.85,15.69,1.96,13.33,43
2087334,1.56,-0.78,14.24,0.31,3030,0,0,1,39.5,5.82,126,5.08,-8.85,15.99,1.96,13.33,43
2087403,0.78,-0.78,14.36,0.31,3054,0,0,1,39.5,5.82,126,5.08,-8.85,15.92,1.96,13.33,43
2087472,0,-0.78,14.36,0.32,3024,0,0,1,39.5,5.84,126,5.08,-8.85,15.98,1.98,13.33,43
2087539,-0.78,-0.78,14.36,0.32,3016,0,0,1,39.5,5.8,126,5.08,-8.85,16.14,1.96,13.33,43
2087605,-0.78,-0.78,14.47,0.32,3046,0,0,1,39.5,5.85,126,5.08,-8.85,15.99,1.96,13.33,43
2087672,-0.78,-0.78,14.59,0.32,3018,0,0,1,39.5,5.83,126,5.08,-8.85,15.84,1.96,12.94,43
2087743,-0.78,-0.78,14.7,0.32,3040,0,0,1,39.5,5.81,126,5.08,-8.85,16.14,1.96,12.94,43
2087809,-0.78,-0.78,14.7,0.31,3042,0,0,1,39.5,5.84,127,5.08,-8.85,15.85,1.96,12.94,43
2087875,-0.78,-0.78,14.7,0.31,3016,0,0,1,39.5,5.79,127,5.08,-8.85,15.85,1.96,12.94,43
2087942,0,-0.78,14.7,0.31,3041,0,0,1,39.5,5.85,127,5.08,-8.85,15.92,1.96,13.33,43
2088013,0.78,-0.78,14.7,0.32,3022,0,0,1,39.5,5.84,127,5.08,-8.85,15.99,1.98,13.33,43
2088075,1.56,-0.78,14.7,0.32,3014,0,0,1,39.5,5.79,127,5.08,-8.85,16.14,1.96,13.33,43
2088141,1.56,-0.78,14.59,0.32,3036,0,0,1,39.5,5.84,127,5.08,-8.85,15.99,1.96,13.33,43
2088208,2.34,-0.78,14.59,0.32,3015,0,0,1,39.5,5.79,127,5.08,-8.85,15.99,1.98,13.33,43
2088274,2.34,-0.78,14.59,0.32,3040,0,0,1,39.5,5.8,127,5.22,-8.85,16.14,1.96,13.33,43
2088342,2.34,-0.78,14.47,0.32,3036,0,0,1,39.5,5.83,127,5.08,-8.85,16.14,1.98,13.33,43
2088409,1.56,-0.78,14.36,0.32,3014,0,0,1,39.5,5.79,127,5.22,-8.71,16.14,1.96,13.33,43
2088477,0.78,-0.78,14.24,0.32,3028,0,0,1,39.5,5.81,127,5.08,-8.85,16.07,1.96,13.33,43
2088545,0,-0.78,14.24,0.32,3013,0,0,1,39.5,5.82,127,5.08,-8.85,15.91,1.96,12.94,43
2088610,0,-0.78,14.36,0.32,3016,0,0,1,39.5,5.79,127,5.08,-8.85,15.85,1.96,12.94,43
2088679,-0.78,-0.78,14.47,0.32,3030,0,0,1,39.5,5.82,127,5.08,-8.85,15.99,1.96,13.33,43
2088744,-0.78,-0.78,14.47,0.32,3011,0,0,1,39.5,5.78,127,5.08,-8.85,15.99,1.96,13.33,43
2088810,-0.78,-0.78,14.59,0.32,3037,0,0,1,39.5,5.79,127,5.08,-8.85,15.91,1.96,13.33,43
2088879,-0.78,-0.78,14.59,0.32,3034,0,0,1,39.5,5.82,127,5.08,-8.85,15.99,1.96,13.33,43
2088948,-0.78,-0.78,14.59,0.32,3014,0,0,1,39.5,5.78,127,5.08,-8.85,15.99,1.96,12.94,43
2089013,0,-0.78,14.7,0.32,3024,0,0,1,39.5,5.81,127,5.08,-8.85,15.77,1.96,12.94,43
2089079,0,-0.78,14.7,0.31,3008,0,0,1,39.5,5.81,127,5.08,-8.85,15.42,1.94,12.94,43
2089147,0.78,-0.78,14.7,0.3,3011,0,0,1,39.5,5.78,127,4.93,-9,15.15,1.94,12.94,43
2089214,0.78,-0.78,14.47,0.3,3030,0,0,1,39.5,5.81,129,4.93,-9,15.15,1.94,12.94,43
2089280,0.78,-0.78,14.47,0.3,3009,0,0,1,39.5,5.78,129,4.93,-9,15.02,1.94,12.94,43
2089348,0.78,-0.78,14.36,0.3,3020,0,0,1,39.5,5.76,129,4.93,-9,15.15,1.94,12.94,43
2089415,0.78,-0.78,14.36,0.3,3030,0,0,1,39.5,5.82,129,4.93,-9,15.15,1.94,12.94,43
2089487,0,-0.78,14.36,0.3,3005,0,0,1,39.5,5.76,129,4.93,-9,15.29,1.94,12.94,43
2089550,-0.78,-0.78,14.47,0.3,3022,0,0,1,39.5,5.81,129,4.93,-9,15.29,1.94,12.94,43
2089615,-0.78,-0.78,14.47,0.3,3012,0,0,1,39.5,5.82,129,4.93,-9,15.42,1.94,12.94,43
2089683,-0.78,-0.78,14.7,0.3,3008,0,0,1,39.5,5.76,129,4.93,-9,15.22,1.92,12.94,43
2089750,-0.78,-0.78,14.7,0.29,3014,0,0,1,39.5,5.79,129,4.79,-9,13.95,1.88,12.16,43
2089816,0,-0.78,14.7,0.28,3003,0,0,1,39.5,5.81,129,4.64,-9.29,13.89,1.88,12.16,43
2089884,-0.78,-0.78,14.47,0.28,3023,0,0,1,39.5,5.12,129,4.64,-9.29,13.77,1.88,12.16,43
2089950,0,-0.78,14.36,0.27,3016,0,0,1,39.5,5.15,129,4.64,-9.29,13.77,1.88,12.16,43
2090016,0,-0.78,14.36,0.28,2994,0,0,1,39.5,5.11,129,4.64,-9.29,13.93,1.88,12.16,43
2090084,0,-0.78,14.47,0.28,3016,0,0,1,39.5,5.11,129,4.64,-9.29,13.8,1.88,12.55,43
2090153,-0.78,-0.78,14.59,0.28,3019,0,0,1,39.5,5.15,129,4.64,-9.29,13.8,1.9,12.55,43
2090218,-0.78,-0.78,14.59,0.28,2994,0,0,1,39.5,5.11,129,4.64,-9.29,13.73,1.9,12.16,43
2090285,-0.78,-0.78,14.59,0.28,3014,0,0,1,39.5,5.11,129,4.64,-9.29,14,1.88,12.16,43
2090352,-0.78,-0.78,14.59,0.28,2987,0,0,1,39.5,5.13,129,4.64,-9.29,13.93,1.88,12.55,43
2090419,0,-0.78,14.59,0.28,2990,0,0,1,39.5,5.1,129,4.64,-9.29,13.8,1.88,12.16,43
2090485,0,-0.78,14.59,0.28,3007,0,0,1,39.5,5.13,129,4.64,-9.29,13.93,1.88,12.16,43
2090554,0,-0.78,14.59,0.28,2988,0,0,1,39.5,5.13,129,4.64,-9.29,14.07,1.88,12.55,43
2090620,0,-0.78,14.59,0.28,2984,0,0,1,39.5,5.09,129,4.64,-9.29,13.73,1.88,11.76,43
2090685,0,-0.78,14.59,0.27,3002,0,0,1,39.5,5.12,129,4.5,-9.43,12.93,1.84,11.76,43
2090757,0,-0.78,14.36,0.26,2980,0,0,1,39.5,5.12,131,4.35,-9.58,12.25,1.82,11.37,43
2090822,-1.56,-0.78,14.24,0.25,2977,0,0,1,39.5,5.07,131,4.21,-9.72,11.91,1.8,10.98,43
2090888,-2.34,-0.78,14.13,0.24,2987,0,0,1,39.5,5.09,131,4.21,-9.72,11.56,1.8,10.98,43
2090960,-3.12,-0.78,14.13,0.24,2962,0,0,1,39.5,4.45,131,4.06,-9.87,11.7,1.8,10.98,43
2091022,-3.12,-0.78,14.36,0.24,2957,0,0,1,39.5,4.41,131,4.06,-9.87,11.6,1.8,10.98,43
2091089,-3.12,-0.78,14.59,0.24,2983,0,0,1,39.5,4.46,131,4.06,-9.87,11.83,1.82,11.37,43
2091157,-2.34,-0.78,14.81,0.24,2977,0,0,1,39.5,4.48,131,4.06,-9.72,12.3,1.82,11.76,43
2091224,-1.56,-0.78,15.04,0.24,2980,0,0,1,39.5,5.08,131,4.21,-9.72,12.19,1.82,11.76,43
2091289,0,-0.78,15.16,0.25,2990,0,0,1,39.5,5.11,131,4.21,-9.72,12.3,1.82,11.76,43
2091357,1.56,-0.78,15.16,0.25,2968,0,0,1,39.5,5.1,131,4.21,-9.72,12.3,1.82,11.76,43
2091424,2.34,-0.78,15.04,0.25,2967,0,0,1,39.5,5.07,131,4.21,-9.72,12.3,1.82,11.37,43
2091491,3.12,-0.78,14.93,0.25,2989,0,0,1,39.5,5.06,131,4.21,-9.72,12.19,1.82,11.76,43
2091560,3.12,-0.78,14.7,0.25,2970,0,0,1,39.5,5.06,131,4.21,-9.72,12.41,1.82,11.37,42
2091624,3.12,-0.78,14.59,0.25,2949,0,0,1,39.5,5.03,131,4.21,-9.72,12.24,1.82,11.37,42
2091691,3.12,-0.78,14.36,0.25,2970,0,0,1,39.5,5.04,131,4.21,-9.72,12.08,1.82,11.37,42
2091760,3.12,-0.78,14.24,0.25,2978,0,0,1,39.5,5.08,131,4.21,-9.72,12.25,1.82,11.37,42
2091825,2.34,-0.78,14.13,0.25,2961,0,0,1,39.5,5.05,131,4.21,-9.72,12.08,1.82,11.37,42
2091892,1.56,-0.78,14.13,0.25,2966,0,0,1,39.5,5.03,131,4.21,-9.72,12.08,1.8,11.37,42
2091957,0.78,-0.78,14.13,0.25,2956,0,0,1,39.5,5.04,131,4.21,-9.72,12.3,1.82,11.37,42
2092028,0,-0.78,14.24,0.25,2931,0,0,1,39.5,5.03,131,4.21,-9.72,12.14,1.82,11.37,42
2092095,0,-0.78,14.47,0.25,2935,0,0,1,39.5,5.02,131,4.21,-9.72,12.19,1.82,11.37,42
2092160,-0.78,-0.78,14.47,0.25,2970,0,0,1,39.5,5.07,131,4.21,-9.72,12.08,1.82,11.37,42
2092226,-0.78,-0.78,14.59,0.25,2974,0,0,1,39.5,5.07,131,4.21,-9.72,12.3,1.82,11.37,42
2092293,-0.78,-0.78,14.59,0.25,2948,0,0,1,39.5,5.02,131,4.21,-9.72,12.14,1.82,11.37,42
2092362,-0.78,-0.78,14.7,0.25,2946,0,0,1,39.5,4.99,131,4.21,-9.72,12.19,1.82,11.37,42
2092429,-0.78,-0.78,14.7,0.25,2946,0,0,1,39.5,5.03,131,4.21,-9.72,12.36,1.82,11.76,42
2092496,0,-0.78,14.7,0.25,2931,0,0,1,39.5,5.04,131,4.21,-9.72,12.3,1.82,11.37,42
2092562,0.78,-0.78,14.7,0.25,2936,0,0,1,39.5,5.01,131,4.21,-9.72,12.19,1.82,11.76,42
2092629,1.56,-0.78,14.7,0.25,2957,0,0,1,39.5,5.05,131,4.21,-9.72,12.19,1.82,11.76,42
2092699,1.56,-0.78,14.59,0.25,2923,0,0,1,39.5,5.02,131,4.21,-9.72,12.25,1.82,11.76,42
2092765,2.34,-0.78,14.59,0.25,2919,0,0,1,39.5,4.99,131,4.21,-9.72,12.36,1.82,11.76,42
2092830,3.12,-0.78,14.59,0.25,2938,0,0,1,39.5,4.98,133,4.21,-9.72,12.3,1.82,11.76,42
2092897,3.12,-0.78,14.59,0.25,2946,0,0,1,39.5,5.03,133,4.21,-9.72,12.3,1.82,11.76,42
2092967,2.34,-0.78,14.47,0.25,2915,0,0,1,39.5,5.01,133,4.21,-9.72,12.13,1.82,11.37,42
2093031,1.56,-0.78,14.36,0.25,2912,0,0,1,39.5,4.97,133,4.21,-9.72,12.25,1.82,11.76,42
2093097,0.78,-0.78,14.24,0.25,2930,0,0,1,39.5,4.97,133,4.21,-9.72,12.3,1.82,11.76,42
2093165,0,-0.78,14.36,0.25,2927,0,0,1,39.5,5,133,4.21,-9.72,12.36,1.82,11.76,42
2093233,0,-0.78,14.36,0.25,2915,0,0,1,39.5,5.01,133,4.21,-9.72,12.3,1.82,11.76,42
2093299,-0.78,-0.78,14.47,0.25,2907,0,0,1,39.5,4.96,133,4.21,-9.72,12.41,1.82,11.76,42
2093363,-0.78,-0.78,14.47,0.26,2922,0,0,1,39.5,4.96,133,4.35,-9.58,12.41,1.84,11.76,42
2093434,-0.78,-0.78,14.59,0.26,2924,0,0,1,39.5,4.99,133,4.35,-9.58,12.52,1.84,11.76,42
2093500,-0.78,-0.78,14.7,0.26,2907,0,0,1,39.5,4.99,133,4.35,-9.58,12.85,1.84,11.76,42
2093569,0,-0.78,14.81,0.26,2893,0,0,1,39.5,4.95,133,4.35,-9.58,12.69,1.84,11.76,42
2093634,0.78,-0.78,14.93,0.25,2921,0,0,1,39.5,4.96,133,4.21,-9.58,11.57,1.78,10.59,42
2093704,1.56,-0.78,14.81,0.24,2918,0,0,1,39.5,4.98,133,4.06,-9.87,10.73,1.76,10.98,42
2093768,0.78,-0.78,14.47,0.23,2888,0,0,1,39.5,1.85,133,3.92,-10.01,10.67,1.76,10.98,42
2093834,0.78,-0.78,14.24,0.21,2856,0,0,1,39.5,1.83,133,3.92,-10.01,8.55,1.66,9.02,42
2093907,1.56,-0.78,14.7,0.18,2888,0,0,1,39.5,1.84,133,3.63,-10.3,8.04,1.62,9.02,42
2093969,3.12,-0.78,15.39,0.17,2907,0,0,1,39,1.86,133,3.48,-10.45,7.54,1.62,9.02,42
2094042,4.69,-0.78,15.62,0.16,2871,0,0,1,38.5,1.85,133,3.34,-10.59,7.54,1.6,9.02,42
2094105,6.25,-0.78,15.96,0.16,2870,0,0,1,38.5,1.84,133,3.34,-10.59,7.37,1.6,9.02,42
2094169,0,-0.78,16.54,0.16,2876,0,0,1,38,1.84,133,3.34,-10.59,7.41,1.62,9.02,42
2094238,0,0,16.77,0.16,2877,0,0,1,38,1.83,133,3.34,-10.59,7.37,1.6,9.02,42
2094304,0,0,18.15,0.16,2872,0,0,1,37.5,1.84,133,3.34,-10.59,7.37,1.6,9.02,42
2094371,0,0,19.87,0.16,2864,0,0,1,37.5,1.84,133,3.34,-10.59,7.28,1.6,9.02,42
2094438,0,0,20.56,0.16,2850,0,0,1,37,1.82,133,3.34,-10.59,7.37,1.6,9.02,42
2094506,0,0,20.56,0.16,2844,0,0,1,36.5,1.82,133,3.34,-10.45,7.41,1.6,9.02,42
2094572,0,0,20.56,0.16,2852,0,0,1,36.5,1.81,133,3.34,-10.45,7.45,1.62,9.02,42
2094640,0,0,20.56,0.16,2853,0,0,1,36,1.83,133,3.34,-10.59,7.5,1.62,9.02,42
2094705,0,0,20.56,0.16,2852,0,0,1,36,1.82,133,3.34,-10.59,7.45,1.62,9.02,42
2094775,0,0,20.56,0.16,2824,0,0,1,35.5,1.82,133,3.34,-10.59,7.45,1.6,9.02,42
2094841,0,0.78,20.56,0.16,2818,0,0,1,35.5,1.81,133,3.48,-10.45,7.45,1.6,9.02,42
2094910,0,0.78,20.56,0.16,2823,0,0,1,35,1.8,133,3.48,-10.45,7.5,1.62,9.02,41
2094977,0,0.78,20.56,0.16,2826,0,0,1,35,1.8,133,3.48,-10.45,7.37,1.6,9.02,41
2095042,0,0.78,20.56,0.16,2823,0,0,1,34.5,1.8,133,3.63,-10.3,7.37,1.62,9.02,41
2095109,0,2.34,20.56,0.16,2814,0,0,1,34,1.8,133,3.63,-10.3,7.5,1.62,9.02,41
2095174,0,2.34,20.56,0.16,2790,0,0,1,34,1.8,133,3.63,-10.3,7.5,1.62,9.02,41
2095241,0,2.34,20.56,0.16,2788,0,0,1,33.5,1.79,133,3.63,-10.3,7.62,1.62,9.02,41
2095308,0,2.34,20.56,0.16,2782,0,0,1,33.5,1.78,133,3.63,-10.3,7.54,1.62,9.02,41
2095380,0,2.34,20.56,0.16,2776,0,0,1,33,1.77,133,3.63,-10.3,7.45,1.6,9.02,40
2095442,0,2.34,20.56,0.16,2769,0,0,1,33,1.77,133,3.63,-10.3,7.5,1.62,9.02,40
2095512,0,2.34,20.56,0.17,2782,0,0,1,32.5,1.77,133,3.63,-10.3,7.62,1.62,9.02,40
2095576,0,2.34,20.56,0.17,2779,0,0,1,32.5,1.77,133,3.63,-10.3,7.54,1.62,9.02,40
2095646,0,2.34,20.56,0.17,2776,0,0,1,32,1.77,135,3.63,-10.3,7.54,1.62,9.02,40
2095710,0,2.34,20.56,0.17,2765,0,0,1,32,1.77,135,3.63,-10.3,7.58,1.62,9.02,40
2095777,0,2.34,20.56,0.17,2762,0,0,1,31.5,1.77,135,3.63,-10.3,7.62,1.62,9.02,40
2095844,0,2.34,20.56,0.17,2756,0,0,1,31,1.76,135,3.63,-10.3,7.5,1.62,9.02,40
2095913,0,2.34,20.56,0.17,2732,0,0,1,31,1.76,135,3.63,-10.3,7.62,1.62,9.02,40
2095979,0,2.34,20.56,0.17,2730,0,0,1,30.5,1.76,135,3.63,-10.3,7.58,1.62,9.02,40
2096046,0,2.34,20.56,0.17,2721,0,0,1,30.5,1.75,135,3.63,-10.3,7.5,1.62,9.02,40
2096117,0,2.34,20.56,0.17,2718,0,0,1,30,1.75,135,3.63,-10.3,7.54,1.62,9.02,40
2096180,0,2.34,20.56,0.17,2712,0,0,1,30,1.74,135,3.63,-10.3,7.54,1.6,9.02,40
2096246,0,2.34,20.56,0.17,2706,0,0,1,29.5,1.73,135,3.63,-10.3,7.58,1.62,9.02,40
2096313,0,2.34,20.56,0.17,2705,0,0,1,29.5,1.73,135,3.63,-10.3,7.62,1.62,9.02,40
2096380,0,2.34,20.56,0.17,2694,0,0,1,29,1.72,135,3.63,-10.3,7.62,1.62,9.02,40
2096447,0,2.34,20.56,0.17,2683,0,0,1,29,1.72,135,3.63,-10.3,7.54,1.62,9.02,40
2096517,0,2.34,20.56,0.17,2679,0,0,1,28.5,1.71,135,3.63,-10.3,7.54,1.62,9.02,40
